lang	clemma	op	synset	verdict	reason	n_occurrences
eng	re-lock	=	01347678-v	GOOD	re-lock in desk = secure/put away	1
eng	re-lock	=	01348174-v	GOOD	re-lock = fasten with lock, also fits	1
eng	re-seating	=	01984902-v	GOOD	re-seating himself = sitting again	1
eng	read	=	07234881-n	GOOD	Reading performance fits public recitation sense	1
eng	realignment	=	00879540-v	BAD	Noun realignment mapped to unrelated nominate verb	2
eng	realignment	=	01084489-n	GOOD	Political realignment fits reshuffle/redistribution sense	1
eng	realignment	~	00465145-v	GOOD	Realignment reasonably relates to realign verb	1
eng	register	=	01958027-a	GOOD	Registered foreign residents fits listed/recorded sense	2
eng	relax	=	02407603-a	GOOD	Relaxed dinner fits without-strain sense	1
eng	rely	=	02663848-v	GOOD	Rely on exactly matches depend-on sense	1
eng	rely	=	02664234-v	BAD	Redundant duplicate, wrong nuance vs prior sense	1
eng	reputed	=	00689950-v	GOOD	Reputed to be fits consider/regard-as sense	1
eng	reputed	=	01982646-a	GOOD	Highly reputed fits reputable sense	1
eng	resource	=	05155123-n	BAD	Annotator notes resource is hypernym not synonym	1
eng	response	~	00717358-v	GOOD	Response reasonably relates to respond verb	1
eng	reynolds	=	03987079-n	GOOD	Metonymic painter-name-for-portrait convention fits	1
eng	ridings	<	00180962-n	BAD	Riding is a district, not an act of selecting	2
eng	right	=	00053004-r	BAD	"Fragment of ""all right"", not synonym alone"	1
eng	right	=	04092013-n	BAD	"Fragment of ""right of way"" MWE"	1
eng	right	=	77000015-n	BAD	Right is not a personal pronoun	1
eng	rip_out	=	02210855-v	BAD	"Example shows ""acquired"", not rip-out sense"	1
eng	roadmap	=	05898568-n	GOOD	Corporate roadmap fits plan/program sense	1
eng	room	=	03679712-n	BAD	Room alone isn't sitting-room sense	1
eng	round	=	13939892-n	GOOD	Round fits stage/point in a series	7
eng	round table	=	02040652-a	BAD	Literal compositional use, not an idiom	1
eng	run	=	01317533-v	BAD	Run alone isn't synonym of pursue/hunt	1
eng	run	~	00314469-n	GOOD	Sailing term reasonably relates to seafaring	1
eng	run on	=	01995549-v	GOOD	Run on fits continue/proceed sense	1
eng	run_through	=	02053190-v	GOOD	Running mail through fits pass-through sense	1
eng	s	=	06295235-n	GOOD	Plural suffix marker fits plural-form definition	1
eng	s$10	=	13746512-n	GOOD	S$10 numeral matches cardinal ten	1
eng	s$10	=	13750415-n	BAD	S$10 wrongly mapped to hundred	1
eng	s$100	=	13750415-n	GOOD	S$100 numeral matches cardinal hundred	1
eng	sail	=	00313806-n	GOOD	Sailing circles fits riding-sailboat sense	1
eng	sail	=	00314469-n	GOOD	Sailing fits work-of-sailor technical context	4
eng	samping	=	04489008-n	BAD	Sarong is not trousers, wrong garment	1
eng	save	=	00807941-v	BAD	Save here is preposition, not object-to verb	1
eng	saw	=	02129289-v	GOOD	Saw fits exact perceive-by-sight sense	1
eng	saw	=	02154508-v	BAD	Duplicate sense, same instance already covered	1
eng	saw	=	02156225-v	BAD	Metaphorical observe sense mismatches literal seeing	1
eng	scale	=	00156601-v	GOOD	Scale fits become-bigger/increase sense	1
eng	scott	=	07125958-n	BAD	"Scott alone not an interjection, needs ""Great"""	1
eng	secreting	=	01706986-a	BAD	Wrong POS, verb gerund vs adjective secret	1
eng	seismically	~	02293230-a	GOOD	Seismically derivationally relates to seismic	1
eng	self-correct	=	00199912-v	GOOD	Self-correct fits rectify/remedy sense	1
eng	self-correct	=	02794670-a	BAD	"Whole compound wrongly equated with bare ""self"""	1
eng	self-responsibility	~	04669247-n	GOOD	Self-responsibility reasonably relates to responsibility	1
eng	semi	=	00007884-r	GOOD	Semi fits partially/half adverb sense	1
eng	semi-random	<	01924316-a	GOOD	Semi-random is lexicalized hyponym of random	1
eng	send	=	01779165-v	BAD	Send alone not synonym of frighten	1
eng	send a message	=	00873682-v	GOOD	Sent a message fits notify/advise sense	1
eng	send_down	=	01779165-v	BAD	Idiom fragment, not synonym of frighten	1
eng	sendmail	<	06568978-n	GOOD	Sendmail is a specific named program	3
eng	sennichite	<	00166172-n	BAD	"Sennichite means repetition draw, not ""a move"""	2
eng	servant	=	10282672-n	BAD	Servant is broader than female-only maid sense	1
eng	service	=	00947128-n	GOOD	Service plausibly fits act-of-using sense	1
eng	service	~	01209576-n	GOOD	Servicing fits act-of-assistance sense	1
eng	set	=	08568256-n	GOOD	Bungalow setting fits context/environment sense	1
eng	seven-and-twenty	=	13749017-n	GOOD	Seven-and-twenty exactly matches cardinal 27	1
eng	sharp	=	00368663-r	GOOD	Seven sharp fits precisely/exactly sense	1
eng	sharp-cornered	=	00438909-a	GOOD	Sharp-cornered style relates to shrewd/sharp	1
eng	shepherd	=	03011162-n	BAD	"Shepherd alone, should be ""shepherds' check"" MWE"	1
eng	sherlock	=	09604451-n	GOOD	Sherlock exactly matches Sherlock Holmes character	1
eng	shochu	<	07884567-n	GOOD	Shochu is a type of alcoholic liquor	1
eng	shoguns	=	10388440-n	GOOD	Shogun fits overlord/master sense	1
eng	shut up	=	01345109-v	GOOD	Shut up a right of way fits close sense	1
eng	sing nila utama	=	01028748-v	BAD	Proper name wrongly mapped to naming verb	1
eng	singapore girl	=	10655875-n	GOOD	Singapore Girl fits airline stewardess sense	1
eng	singapore table tennis association	=	07464725-n	BAD	Organization wrongly mapped to tournament event	1
eng	single-drop	<	06355894-n	BAD	Single-drop is mail config, not code type	1
eng	singtel singapore grand prix	=	90000202-n	GOOD	Correct custom named-entity synset match	1
eng	sitting-	=	03679712-n	GOOD	Orthographic variant of sitting room	2
eng	situate	=	02126430-a	GOOD	Situate/situated fits located sense	1
eng	sizzle	=	04635482-n	GOOD	Technical sizzle fits dynamism/zing sense	1
eng	slash-and-burn	=	00586183-a	BAD	Literal farming technique, not generic destructive	2
eng	slight	=	00614999-v	GOOD	Slighted fits neglect/omit sense	1
eng	slip	=	00173338-v	GOOD	Slipping off shoes fits take-off sense	1
eng	small-lot	=	01391351-a	GOOD	Small-lot plausibly fits small/limited sense	1
eng	snapshot	~	05840650-n	GOOD	Snapshot reasonably relates to version/variant	1
eng	snark	<	06899633-n	BAD	Snark is a hostname/machine, not a language	1
eng	so long	=	01439155-a	GOOD	So long fits lengthy/prolonged duration sense	1
eng	so-called	=	02769128-a	GOOD	So-called reasonably relates to nominal naming	2
eng	some	=	02070188-a	BAD	Annotator flags as less appropriate lemma	1
eng	somerset	=	09448945-n	BAD	"Somerset is a mall name, not ""a stretch"""	1
eng	source	<	03093695-a	BAD	"Noun ""source"" mismatched to open-source adjective"	2
eng	source	=	00007347-n	GOOD	Source fits causal agent/cause sense	1
eng	source	~	03093695-a	BAD	"Noun ""source"" mismatched to open-source adjective"	1
eng	source	~	04263614-n	GOOD	Open sources fits facility/source sense	1
eng	south indian	<	02928347-a	GOOD	South Indian is valid hyponym of Indian	1
eng	spine—even	=	01779165-v	BAD	Garbled token fragment, not a real lemma	1
eng	spirit	=	07884567-n	GOOD	Home-made spirits fits alcoholic drink sense	1
eng	spring up	=	00018158-v	BAD	Sprang up is startled rising, not out-of-bed	1
eng	sprout	=	00095271-v	GOOD	Sprouted up fits develop-suddenly sense	1
eng	sprout	=	00247390-v	BAD	Sprout doesn't mean multiply, wrong duplicate sense	1
eng	squash	=	00685419-v	GOOD	Squashing plausibly fits eliminate/reject sense	1
eng	stand	=	13945919-n	GOOD	Social standing fits position/status sense	1
eng	star	=	02202047-a	BAD	"Noun ""star"" wrongly mapped to ordinal adjective"	1
eng	statehood	~	08168978-n	GOOD	Statehood derivationally relates to state	1
eng	stick	=	00161065-a	GOOD	Got stuck in snow fits caught/fixed sense	1
eng	stilt-house	<	03544360-n	GOOD	Stilt-house is a valid hyponym of house	1
eng	store	=	03176763-n	BAD	"Store alone, should be ""department store"" MWE"	1
eng	street	=	08572020-n	BAD	"Generic ""street"" mismatched to specific Fleet Street"	2
eng	strip	=	00571061-v	GOOD	Strip plausibly fits remove/take-away sense	1
eng	strong	=	00357139-r	BAD	"Adjective ""strong"" mismatched to adverb ""high"" sense"	1
eng	strong	=	01509527-a	GOOD	Strong feelings fits intense sense	1
eng	such	=	00159040-r	GOOD	Such as fits for-example sense	32
eng	such	=	02068730-a	GOOD	Such fits aforementioned/previously-mentioned sense	1
eng	such	=	07579575-n	BAD	Such wrongly mapped to main-course noun	1
eng	such	~	01104026-a	GOOD	One such fits particular/specific type sense	3
eng	support	~	01215902-n	BAD	Technical support, not financial/material support sense	1
eng	support	~	05154908-n	GOOD	Support fits aid/assistance sense	1
eng	suppose	=	01617255-a	GOOD	Supposed to fits required/under-orders sense	1
eng	surround	=	00449332-a	GOOD	Surrounding area fits encompassing sense	1
eng	swell up	=	00555084-v	GOOD	Swelled up fits increase-in-intensity sense	1
eng	table	=	00878136-v	GOOD	Table a bill fits submit/put-forward sense	1
eng	table	=	00989602-v	BAD	Wrong nuance, duplicate of submit sense	2
eng	table	=	07138085-n	BAD	No clear evidence table means discourse here	1
eng	take	=	00138508-v	BAD	"Take fragment of ""taken a turn"" idiom"	1
eng	take	=	00348422-v	BAD	Take fragment, not synonym of take-up alone	1
eng	take	=	02075049-v	BAD	"Take fragment of ""take to heels"" idiom"	1
eng	take	=	02649493-v	GOOD	Takeup fits take-up-space/time sense	1
eng	take for	=	80000825-v	GOOD	Take his departure for fits go-to custom sense	1
eng	take to	=	02075049-v	BAD	"Take to fragment, missing ""heels"""	1
eng	take up	=	01976089-v	GOOD	Took up fits pick-up/lift sense	1
eng	tape	=	04534520-n	GOOD	Video tapes fits videotape sense	12
eng	tarik	<	02186338-a	BAD	"Tarik means ""pull"", not numeral one"	1
eng	teach	=	00887081-n	GOOD	Teaching plausibly fits teaching-profession sense	1
eng	tear	=	01661804-v	BAD	Annotator flags as less appropriate lemma	1
eng	teh	<	02186338-a	BAD	"Teh means ""tea"", not numeral one"	1
eng	temporizing	=	01066163-n	GOOD	Temporizing tactics fits delaying-tactics sense	2
eng	teow	=	07866723-n	BAD	Teow (noodles) mismatched to egg/spring roll	1
eng	terabytes	=	13629482-n	GOOD	Terabytes matches TB/TiB binary lemma	1
eng	terabytes	=	13629676-n	GOOD	Terabytes matches TB decimal lemma	1
eng	test	=	00639975-n	BAD	Example about botanical study unrelated to testing	1
eng	tester	=	00007846-n	BAD	"Tester too generic as bare ""human being"""	1
eng	tester	=	02531625-v	BAD	Tester (noun) wrongly equated with test (verb)	1
eng	tester	~	02531625-v	GOOD	Tester derivationally relates to test verb	1
eng	thank	=	76000008-x	BAD	"Thank fragment of ""thank God"" idiom"	1
eng	thank	=	80000666-x	BAD	"Thank fragment of ""thank you"" idiom"	1
eng	the devil	=	05144663-n	BAD	Annotator flags devil as hypernym, not synonym	2
eng	the long bar	=	00110533-r	BAD	"Proper name ""The Long Bar"" mismatched to indoors"	1
eng	thing	=	00007846-n	GOOD	Daintiest thing fits person sense idiomatically	1
eng	things	=	06285090-n	BAD	Things mismatched to grammatical sentence sense	1
eng	things	=	06482401-n	GOOD	Such things as fits point/item sense	1
eng	things	=	07289831-n	UNSURE	"Example text doesn't clearly show ""things"""	1
eng	things	=	13927383-n	GOOD	Things fits state-of-affairs/situation sense	2
eng	though	=	80000807-r	BAD	Concessive though mismatched to conditional sense	1
eng	through	~	00762168-a	BAD	"Preposition ""through"" mismatched to route adjective"	1
eng	throw arm round	=	01424456-v	GOOD	Threw arms round fits embrace sense	1
eng	tim	=	00618944-a	BAD	"Tim alone, should be MWE ""itek tim"""	1
eng	time	=	00118965-r	BAD	"Time fragment of ""at one time"" idiom"	1
eng	time	=	15252524-n	BAD	Annotator flags as less appropriate lemma	1
eng	to	=	02020590-v	BAD	"Preposition ""to"" mismatched to arrive verb"	1
eng	toolbox	~	04452615-n	GOOD	Toolbox relates to software-toolbox metaphor	1
eng	toolkit	~	03619396-n	GOOD	Toolkit reasonably relates to kit/tools	1
eng	top	=	00453803-v	BAD	"Annotator flags ""top up"" should be one expression"	2
eng	top	=	13764213-n	BAD	"Verb ""top up"" usage mismatched to noun top-up"	1
eng	tournament	=	07456188-n	GOOD	Tournament exactly matches competition sense	25
eng	towards	=	00280853-n	BAD	"Preposition ""towards"" wrongly mapped to noun approach"	1
eng	towards	=	00878648-n	BAD	"Preposition ""towards"" wrongly mapped to noun gaze"	1
eng	towards	=	08679972-n	BAD	"Preposition ""towards"" wrongly mapped to noun direction"	1
eng	trade	=	00079398-n	GOOD	Trading fits buying/selling sense	2
eng	trade	=	03119203-n	GOOD	Trading post fits historical city-as-trade-hub sense	1
eng	train	=	00893955-n	GOOD	Training fits skill-preparation sense	3
eng	transitlink ticket office	=	13764213-n	BAD	Office name mismatched to abstract top-up amount	1
eng	trick	~	13932948-n	GOOD	Manage this trick fits challenge sense	1
eng	tuck away	=	02146790-v	GOOD	Tucked away plausibly fits hold-back/conceal sense	1
eng	turn_in	=	00878636-v	GOOD	Turn in plausibly fits submit sense	1
eng	turn_point	=	07423365-n	BAD	Turning point mismatched to unforeseen-twist sense	1
eng	twenty-some	~	00007015-r	GOOD	Twenty-some fits approximately sense	1
eng	two-hundred-year-old	=	02198302-a	BAD	Annotator flags compound should be split	1
eng	two-mast	<	03726760-n	BAD	Two-mast is a boat style, not a mast itself	1
eng	two-masted	~	03726760-n	GOOD	Two-masted derivationally relates to mast	1
eng	under	=	00739662-v	GOOD	Comes under fits classify sense	1
eng	underly	=	02664575-v	GOOD	Underly directly matches underlie	1
eng	undo	<	00523978-a	GOOD	Undone fits incomplete sense via base-form normalization	1
eng	undoubted	=	00335895-a	GOOD	Undoubted fact fits indisputable sense	1
eng	unforseen	=	00720808-v	BAD	Unforeseen is antonym of foresee, not synonym	1
eng	unify	=	01328229-a	UNSURE	Unify/unified context unclear from truncated example	1
eng	up	=	00348422-v	BAD	Up fragment, not synonym of take up	1
eng	up	=	01157517-v	BAD	Up fragment, not synonym of exhaust/consume	1
eng	up	=	01983006-v	BAD	"Up fragment of ""prick up"" idiom"	1
eng	up	=	02098680-v	BAD	"Up fragment of ""sit up"" idiom"	1
eng	up	=	13764213-n	BAD	Up fragment, POS mismatch noun vs verb usage	1
eng	up-and-coming	=	01642843-a	GOOD	Up-and-coming exactly fits rising sense	2
eng	upon	=	02487573-v	BAD	"Upon fragment of ""called upon"", preposition mismatch"	1
eng	upop	<	06568978-n	GOOD	Upop is a specific named mail program	1
eng	vacuum	=	13973059-n	BAD	Vacuum (absence) differs from anarchy (disorder)	1
eng	veil	=	02143283-v	BAD	Annotator confirms noun usage vs verb synset	1
eng	veil	=	04151940-n	GOOD	Veil fits covering/concealment noun sense	1
eng	veil	=	09262233-n	GOOD	Veil not lifted fits curtain/barrier sense	1
eng	very	=	00053004-r	BAD	"Very fragment of ""very well"" idiom"	1
eng	very	=	01099707-a	GOOD	Very phrase fits mere/nothing-more sense	1
eng	video	=	04534520-n	GOOD	Video tapes fits videotape sense	10
eng	vinegared	~	07828987-n	GOOD	Vinegared derivationally relates to vinegar	1
eng	vision	=	05980875-n	GOOD	Vision plausibly fits goal/end sense	1
eng	vizard	=	04538878-n	GOOD	Vizard fits archaic visor spelling	1
eng	wa	=	02604760-v	BAD	"Garbled token ""wa"", not real lemma ""was"""	1
eng	wait	=	10763383-n	BAD	"Wait fragment, should be ""wait staff"" MWE"	1
eng	walk over	=	01831531-v	BAD	Wrong specific sense, nontranslational vs directed motion	1
eng	wall	=	05690269-n	BAD	"Wall fragment, should be ""dead wall"" MWE"	1
eng	watered-down	=	01828242-a	GOOD	Watered-down fits weakened/weak sense	1
eng	way	=	00027258-r	BAD	"Way fragment of ""in any way"" idiom"	1
eng	way	=	01935233-v	BAD	"Noun ""way"" mismatched to verb ""head"""	1
eng	way	=	04092013-n	BAD	"Way fragment of ""right of way"" MWE"	1
eng	way	~	00152066-r	BAD	"Way fragment of ""all the way"" idiom"	1
eng	waylaid	=	01138204-v	GOOD	Waylaid exactly matches ambush/waylay sense	1
eng	wed	=	01036996-n	GOOD	Wedding boom fits marriage-ceremony sense	1
eng	well	=	00053004-r	BAD	"Well fragment of ""very well"" idiom"	1
eng	well	=	80001505-r	BAD	"Well fragment of ""as well as"" idiom"	1
eng	which	=	04125021-n	BAD	Which mismatched to unrelated safe noun	1
eng	which	=	77000079-a	BAD	Relative pronoun mismatched to determiner sense	3
eng	which	=	77000079-n	GOOD	Which/that overlap in relative-clause function	1
eng	which	=	77000084-n	BAD	"Which is not equivalent to ""where"""	1
eng	while	<	00064946-r	BAD	Wrong hyponym relation, duplicate of related tag	1
eng	while	=	02587936-a	BAD	Annotator expresses own doubt about this match	1
eng	while	=	80000823-r	GOOD	While fits during-the-time-that sense	1
eng	while	~	00064946-r	GOOD	While relates to meanwhile, temporal connection	1
eng	who	=	77000079-n	UNSURE	Who/that overlap possible but uncertain	1
eng	will	=	02604760-v	BAD	"Modal ""will"" mismatched to main verb ""be"""	1
eng	window	~	00427397-v	GOOD	"Window relates to idiom ""go out the window"""	1
eng	without	=	00024073-r	GOOD	Without fits negation sense in context	2
eng	without	=	01498084-a	BAD	"Preposition ""without"" mismatched to adjective empty"	3
eng	work time	=	00575741-n	BAD	Annotator flags compound should be split	1
eng	work time	=	15270431-n	BAD	Annotator flags compound should be split	1
eng	work up	=	00085630-a	GOOD	Worked up exactly matches emotionally-excited sense	2
eng	work up	=	02413480-v	GOOD	Worked his way up fits exert-oneself sense	1
eng	world	=	00228294-a	BAD	"World fragment of ""world class"" idiom"	1
eng	your	=	10231515-n	BAD	"Your fragment of ""your Majesty"" idiom"	1
eng	zero in	=	00722232-v	GOOD	Zero in exactly matches focus/concentrate sense	1
eng	zoukout	=	02796995-n	BAD	ZoukOut is a dance festival, not a bar	1
eng	’re	=	02603699-v	BAD	Wrong sense, descriptive copula not existential	1
eng	’re	=	02604760-v	GOOD	"’re fits descriptive copula ""be"" sense"	2
eng	’re	=	02616386-v	GOOD	’re = are = be, direct match	1
ind	& spencer marks	=	04096066-n	BAD	"Fragment of store name ""Marks & Spencer"", not ""road"""	1
ind	,6	=	00690058-a	BAD	"Fragment of decimal number ""3,6"", not ""deep"""	1
ind	1	=	13742573-n	GOOD	"List-numbering ""(1)"" genuinely denotes the number one"	1
ind	1	=	13748622-n	BAD	1 tagged but synset means twenty-four, wrong number	2
ind	1	=	15227846-n	BAD	"1 tagged but text says ""lima jam"" (five hours)"	1
ind	1 . 0	=	02198752-a	BAD	"Malformed tokenization of ""1.000"", not real lemma"	1
ind	1014	=	00743344-v	BAD	"Phone-number digits, not verb ""reach/contact"""	1
ind	11	=	03116530-n	BAD	"Time value in schedule, not ""counter"""	1
ind	11	=	04473432-n	BAD	"Time value in schedule, not ""transportation"""	1
ind	13	=	03116530-n	BAD	"Time value in schedule, not ""counter"""	1
ind	13	=	04473432-n	BAD	"Time value in schedule, not ""transportation"""	1
ind	15	=	02187793-a	GOOD	15 meter literally denotes the number fifteen	1
ind	16	=	01041968-n	BAD	"pukul 16.00 is a time, not ""prayer"""	1
ind	18 hole	<	03526805-n	BAD	Describes course size, not a type of golf hole	1
ind	1859	=	01654628-v	BAD	"Year 1859, not verb ""build/construct"""	1
ind	1950-an	=	15149763-n	GOOD	"tahun 1950-an genuinely means ""the 1950s"""	1
ind	2	=	00008007-r	BAD	"Fragment of ""2.500"", not adverb ""wholly"""	1
ind	2	=	00340273-r	BAD	"Fragment of ""2.500 kelas"", not ""first class"""	1
ind	2	=	01545777-a	BAD	"2 is cardinal number, not adjective ""bilingual"""	1
ind	2	=	02186470-a	GOOD	"House number ""2 Dickson Road"" literally means two"	1
ind	2	=	02191710-a	BAD	"Fragment of ""2.500"", not the number fifty-five"	1
ind	2	=	06794216-n	BAD	"House number ""2"", not noun ""address"""	1
ind	2	=	13743269-n	GOOD	"List-numbering ""(2)"" genuinely denotes the number two"	1
ind	2005	<	15203791-n	GOOD	tahun 2005 is a lexicalised specific year	1
ind	2005	=	02187995-a	BAD	2005 tagged but synset means seventeen, wrong number	1
ind	2009	=	00107416-r	BAD	"Year number ""2009"", not adverb ""recently"""	1
ind	23	=	02188620-a	GOOD	bar 23 kursi literally denotes the number twenty-three	1
ind	24	=	02188720-a	UNSURE	"Number ""24"" not visible in truncated example text"	1
ind	29	=	13749278-n	GOOD	Lor 29 street number literally denotes twenty-nine	2
ind	350	<	05121418-n	GOOD	kapasitas 350 orang is a specific number instance	1
ind	364	=	00789448-v	BAD	"Phone-number digits, not verb ""call/telephone"""	1
ind	4	~	06618937-n	BAD	4 Dimensi (4D) mismatched with 3-D movie synset	1
ind	55	<	05121418-n	GOOD	"Specific numeral as hyponym of generic ""number"""	1
ind	55	=	15150618-n	BAD	"55 mismatched with decade synset ""the seventies"""	1
ind	6276	=	00789448-v	BAD	"Phone-number digits, not verb ""call/telephone"""	1
ind	6354	=	00743344-v	BAD	"Phone-number digits, not verb ""reach/contact"""	1
ind	65	=	00743344-v	BAD	"Phone-number/code digits, not verb ""reach/contact"""	1
ind	65	=	00789448-v	BAD	"Country code ""(65)"", not verb ""call/telephone"""	1
ind	75	=	02193647-a	GOOD	75 musisi literally denotes the number seventy-five	1
ind	75	~	02633356-v	BAD	"Number ""75"" tagged, verb is ""beranggotakan"" not 75"	1
ind	a	=	01639714-v	BAD	"Single initial letter from a name, not verb ""design"""	1
ind	abacus	=	07892512-n	BAD	"Abacus seeds is a dish name, not ""red wine"""	1
ind	ada	=	00024073-r	BAD	"ada means ""exist"", opposite of negation"	1
ind	afrobeat	<	07064715-n	BAD	Afrobeat is not a type of rock and roll	1
ind	afrobeat	=	00919542-a	BAD	"Music genre noun tagged to adjective ""excited"""	1
ind	agar	=	00118363-r	GOOD	"agar genuinely means ""so that/in order to"""	1
ind	agar	=	01123148-a	BAD	"Annotator notes ""wrong tagging"""	1
ind	agar	=	01821266-a	BAD	"Annotator notes ""wrong tagging"""	1
ind	agen	=	10726669-n	GOOD	"agen perjalanan context matches ""travel agent"""	1
ind	air	=	01010118-v	BAD	"air means water, not verb ""declare"""	1
ind	air	=	01208797-n	BAD	"air means water, not ""thanks to"""	1
ind	air	=	03388043-n	BAD	"air alone means water, not the compound ""fountain"""	3
ind	air	=	08523483-n	BAD	"air means water, not ""center/middle"""	1
ind	airasia	=	00661824-v	BAD	"Airline proper noun, not verb ""check/examine"""	1
ind	akan tetapi	=	00028797-r	GOOD	"akan tetapi genuinely means ""however"""	1
ind	al	=	06461609-n	BAD	"al is only a name fragment/article, not ""Quran"""	1
ind	alam	=	00228294-a	BAD	"alam means nature, not adjective ""foremost"""	1
ind	alam	=	01843689-v	BAD	"alam means nature, verb ""visit"" is ""sambangi"""	1
ind	alam	=	08587174-n	BAD	"alam means nature, not noun ""reservation"""	1
ind	alam	=	08646902-n	GOOD	"alam genuinely can mean ""landscape/nature"""	1
ind	alam	=	15143864-n	GOOD	"alam (baka) context matches ""afterlife"""	1
ind	alami	=	02110220-v	GOOD	"alami (mengalami) genuinely means ""experience"""	1
ind	ancient	=	02743547-n	BAD	"Adjective ""ancient"" tagged to noun ""art"""	1
ind	ancient	~	00933420-n	BAD	"Adjective ""ancient"" tagged to noun ""art"""	1
ind	and	=	05850823-n	BAD	"English ""and"" fragment of shop name, not ""attraction"""	1
ind	andalan	=	01125154-a	GOOD	"menu andalan (signature/best) fits ""superb"""	1
ind	anggur	=	07892512-n	GOOD	"anggur merah genuinely means ""red wine"""	1
ind	ann	=	02427103-v	BAD	"Fragment of clan name ""Lam Ann"", not verb ""found"""	1
ind	ann	=	07969695-n	BAD	"Fragment of clan name ""Lam Ann"", not noun ""clan"""	2
ind	antara	=	01778990-v	BAD	"Annotator's own note: means ""include"", not ""worship"""	1
ind	antara	=	02632940-v	GOOD	"antara lain genuinely means ""include/among others"""	1
ind	anthony	=	10299250-n	BAD	"Annotator notes correct lemma should be ""pembawa acara"""	1
ind	antique	=	01835496-v	BAD	"Fragment of shop name ""Min Fang Antique House"""	1
ind	api	=	00931852-v	BAD	"api means fire, not verb ""mean/denote"""	1
ind	api	=	03348454-n	BAD	"Bare ""api"" means fire, not ""firework"" (needs ""kembang api"")"	1
ind	arab	=	03044740-a	GOOD	"Parfum Arab genuinely matches adjective ""Arabic"""	1
ind	arti	=	00931852-v	GOOD	"artinya genuinely means ""means/signifies"""	1
ind	arts	=	01028748-v	BAD	"Fragment of venue/event proper name, not verb ""call"""	1
ind	asam	=	02399014-a	GOOD	"laksa yang asam genuinely means ""sour"""	1
ind	asia	=	02743547-n	BAD	"Fragment of gallery proper name, not noun ""art"""	1
ind	asia	~	00933420-n	BAD	"Fragment of gallery proper name, not ""artistic creation"""	1
ind	asih	=	07554500-n	GOOD	welas asih lexicalised compound genuinely means mercy	1
ind	association	=	00743344-v	BAD	"Fragment of association's proper name, not verb ""reach"""	1
ind	atau	=	00270446-r	BAD	"atau means ""or"", not ""alias/a.k.a."""	1
ind	atau	~	00270446-r	BAD	"atau means ""or"", not ""alias/a.k.a."""	1
ind	au	=	01960459-n	BAD	"French ""au"" (in/with) tagged as noun ""oyster"""	1
ind	au	~	01570892-a	GOOD	"au naturel lexicalised loan phrase matches ""natural"""	1
ind	auntie	<	06339416-n	GOOD	Auntie genuinely used as respectful title/address	1
ind	ayurvedic	=	00659048-n	BAD	"Adjective ""Ayurvedic"" tagged to noun ""massage"""	1
ind	bacang	=	07702193-n	GOOD	bacang genuinely denotes a type of dumpling	1
ind	bacang	=	15162388-n	BAD	"bacang is a food, not ""festival"" itself"	1
ind	bagai	=	01410606-a	GOOD	"bagai (as/like) genuinely matches ""similar"""	2
ind	bagai	=	01824736-v	BAD	Annotator notes this lemma should not be in this synset	1
ind	bagian	=	03116530-n	BAD	"Time-schedule context, not ""counter"""	1
ind	bagian	=	08630039-n	GOOD	"bagian Singapura genuinely means ""part/region"""	2
ind	baik	=	02268133-a	UNSURE	baik...maupun construction not visible in truncated text	1
ind	baka	=	15143864-n	GOOD	alam baka lexicalised compound genuinely means afterlife	1
ind	baked	~	00319886-v	GOOD	"English loanword ""baked"" genuinely means cooked in oven"	1
ind	baku	=	02928347-a	BAD	"bahan baku means raw material, not ""Indian"""	1
ind	baku	~	02620587-v	BAD	"baku (raw/standard) not verb ""constitute"""	1
ind	barclays	=	00228294-a	BAD	"Brand/sponsor name, not adjective ""world-class"""	1
ind	barulah	=	00118032-r	GOOD	"barulah genuinely means ""then/only then"""	1
ind	bay	=	01733477-v	BAD	"Fragment of venue name ""Theatres on the Bay"""	1
ind	bebas	=	01092643-n	GOOD	perdagangan bebas lexicalised compound means free trade	1
ind	bebas	=	03044740-a	BAD	"Annotator notes ""bebas"" means ""free of"", not ""Arabic"""	1
ind	beer	=	01090335-v	BAD	brand name, unrelated to fight sense	1
ind	beer	=	01646021-a	BAD	brand name, unrelated to middle-aged sense	1
ind	beer	=	02756346-a	BAD	brand name, unrelated to local sense	1
ind	belahan	=	02268133-a	BAD	belahan alone doesn't mean both	1
ind	beluk	=	05817845-n	BAD	segmentation error from berkelok-kelok	1
ind	bentang	=	00228294-a	BAD	bentang means expanse not foremost	1
ind	bentang	=	08646902-n	GOOD	bentang alam matches landscape sense	1
ind	beragam	=	00783469-a	GOOD	beragam matches varied/wide-ranging	1
ind	beragam	=	02067719-a	GOOD	beragam matches diverse sense	1
ind	beragam	=	08398773-n	BAD	adjective tagged to noun variety synset	1
ind	beraneka-ragam	=	02975840-a	BAD	MWE should be tokenised separately	1
ind	beranggotakan	~	02633356-v	GOOD	beranggotakan fits comprise/consist	1
ind	beratap	=	04105438-n	BAD	beratap means roofed, not roof itself	1
ind	berbahan	=	02928347-a	BAD	berbahan unrelated to Indian sense	1
ind	berbahan	~	02620587-v	GOOD	berbahan fits comprise/constitute	1
ind	berbahan	~	07809096-n	GOOD	berbahan relates to ingredient derivation	1
ind	berbasis	=	01856066-a	GOOD	berbasis matches base/basal sense	1
